ioc151_species_id,common_name,scientific_name,clements_ebird2024_name,order_name,family_clements_ebird2024,genus_name,species_epithet,avg_mass,elevation_min_m,normalized_elevation_min_m,normalized_elevation_max_m,elevation_max_m,forest_habitat_rank,bushland_or_mosaic_habitat_rank,woodland_habitat_rank,shrubland_habitat_rank,savanna_habitat_rank,grassland_habitat_rank,plains_habitat_rank,rocky_habitat_rank,desert_habitat_rank,artificial_habitat_rank,riparian_habitat_rank,coastal_habitat_rank,wetland_habitat_rank,seabird_marine_habitat_rank,other_habitat_rank,other_habitat_description,primary_habitat,behavior_colonial,behavior_social,behavior_pairs_or_family,behavior_singly_and_pairs
7902,Stripe-backed Bittern,Ixobrychus involucris,Botaurus involucris,Pelecaniformes,Ardeidae,Ixobrychus,involucris,87.583333333333329,NA,0,3500,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA,1,NA,NA,NA,Wetland,0,0,1,1
7903,Least Bittern,Ixobrychus exilis,Botaurus exilis,Pelecaniformes,Ardeidae,Ixobrychus,exilis,77.099999999999994,NA,0,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,Wetland,0,1,0,0
7910,Black Bittern,Ixobrychus flavicollis,Botaurus flavicollis,Pelecaniformes,Ardeidae,Ixobrychus,flavicollis,314,NA,0,1200,2200,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,NA,NA,NA,Wetland,0,0,1,0
7914,Cinnamon Bittern,Ixobrychus cinnamomeus,Botaurus cinnamomeus,Pelecaniformes,Ardeidae,Ixobrychus,cinnamomeus,126.5,NA,0,1980,4000,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,4,3,NA,NA,NA,Artificial,0,0,1,0
7915,Schrenck's Bittern,Ixobrychus eurhythmus,Botaurus eurhythmus,Pelecaniformes,Ardeidae,Ixobrychus,eurhythmus,130.16666666666666,NA,0,500,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,5,4,3,1,NA,NA,NA,Wetland,0,0,0,0
7916,Dwarf Bittern,Ixobrychus sturmii,Botaurus sturmii,Pelecaniformes,Ardeidae,Ixobrychus,sturmii,140.66666666666666,NA,0,1700,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,1,NA,NA,NA,Wetland,0,0,1,0
7917,Common Little Bittern,Ixobrychus minutus,Botaurus minutus,Pelecaniformes,Ardeidae,Ixobrychus,minutus,104.5,NA,0,2400,NA,2,NA,NA,NA,NA,3,NA,NA,NA,4,NA,NA,1,NA,NA,NA,Wetland,0,0,1,0
7921,Yellow Bittern,Ixobrychus sinensis,Botaurus sinensis,Pelecaniformes,Ardeidae,Ixobrychus,sinensis,91.5,NA,0,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,1,NA,NA,NA,Wetland,0,0,1,0
7922,Australian Little Bittern,Ixobrychus dubius,Botaurus dubius,Pelecaniformes,Ardeidae,Ixobrychus,dubius,89.5,NA,0,0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,5,2,4,1,NA,NA,NA,Wetland,0,0,0,0
7924,New Zealand Little Bittern,Ixobrychus novaezelandiae,Botaurus novaezelandiae,Pelecaniformes,Ardeidae,Ixobrychus,novaezelandiae,104.5,NA,0,1800,NA,2,NA,NA,NA,NA,3,NA,NA,NA,4,NA,5,1,NA,NA,NA,Wetland,NA,NA,NA,NA
7926,Yellow-crowned Night Heron,Nyctanassa violacea,Nyctanassa violacea,Pelecaniformes,Ardeidae,Nyctanassa,violacea,703.75,NA,0,1000,2500,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,NA,NA,NA,Coastal,1,0,0,0
7933,Bermuda Night Heron,Nyctanassa carcinocatactes,Nyctanassa carcinocatactes,Pelecaniformes,Ardeidae,Nyctanassa,carcinocatactes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Wetland,NA,NA,NA,NA
7934,Black-crowned Night Heron,Nycticorax nycticorax,Nycticorax nycticorax,Pelecaniformes,Ardeidae,Nycticorax,nycticorax,779.42499999999995,NA,0,4816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,1,NA,NA,NA,Wetland,1,0,0,0
7939,Ascension Night-heron,Nycticorax olsoni,Nycticorax olsoni,Pelecaniformes,Ardeidae,Nycticorax,olsoni,624.57000000000005,NA,0,859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Coastal,NA,NA,NA,NA
7940,Reunion Night Heron,Nycticorax duboisi,Nycticorax duboisi,Pelecaniformes,Ardeidae,Nycticorax,duboisi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Wetland,NA,NA,NA,NA
7941,Mauritius Night Heron,Nycticorax mauritianus,Nycticorax mauritianus,Pelecaniformes,Ardeidae,Nycticorax,mauritianus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Wetland,NA,NA,NA,NA
7942,Rodrigues Night Heron,Nycticorax megacephalus,Nycticorax megacephalus,Pelecaniformes,Ardeidae,Nycticorax,megacephalus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Wetland,NA,NA,NA,NA
7943,Nankeen Night Heron,Nycticorax caledonicus,Nycticorax caledonicus,Pelecaniformes,Ardeidae,Nycticorax,caledonicus,832,NA,0,1600,2200,2,NA,NA,NA,NA,5,NA,6,NA,NA,4,3,1,NA,NA,NA,Wetland,1,0,0,0
7950,Malay Night Heron,Gorsachius melanolophus,Gorsachius melanolophus,Pelecaniformes,Ardeidae,Gorsachius,melanolophus,414,NA,0,2100,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,1,NA,NA,NA,Wetland,1,0,0,1
7953,Japanese Night Heron,Gorsachius goisagi,Gorsachius goisagi,Pelecaniformes,Ardeidae,Gorsachius,goisagi,527,NA,50,240,2400,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,Riparian,0,0,1,1
7954,Capped Heron,Pilherodius pileatus,Pilherodius pileatus,Pelecaniformes,Ardeidae,Pilherodius,pileatus,550.83333333333337,NA,0,900,NA,2,NA,NA,NA,NA,4,NA,NA,NA,4,3,NA,1,NA,NA,NA,Wetland,0,0,0,0
7955,Whistling Heron,Syrigma sibilatrix,Syrigma sibilatrix,Pelecaniformes,Ardeidae,Syrigma,sibilatrix,462.5,NA,0,500,2500,NA,NA,NA,4,NA,2,NA,NA,NA,3,NA,NA,1,NA,NA,NA,Wetland,0,1,0,1
7958,Little Blue Heron,Egretta caerulea,Egretta caerulea,Pelecaniformes,Ardeidae,Egretta,caerulea,352,NA,0,1700,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,1,NA,NA,NA,Wetland,1,0,0,0
7959,Tricolored Heron,Egretta tricolor,Egretta tricolor,Pelecaniformes,Ardeidae,Egretta,tricolor,317,NA,0,1000,1680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,NA,Coastal,1,0,0,0
7964,Reddish Egret,Egretta rufescens,Egretta rufescens,Pelecaniformes,Ardeidae,Egretta,rufescens,616.5,NA,0,50,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,Coastal,1,0,0,0
7967,Slaty Egret,Egretta vinaceigula,Egretta vinaceigula,Pelecaniformes,Ardeidae,Egretta,vinaceigula,295,NA,0,1400,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Wetland,1,0,0,0
7968,Black Heron,Egretta ardesiaca,Egretta ardesiaca,Pelecaniformes,Ardeidae,Egretta,ardesiaca,330,NA,0,1600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Wetland,1,0,0,0
7969,Pacific Reef-egret,Egretta sacra,Egretta sacra,Pelecaniformes,Ardeidae,Egretta,sacra,515,NA,0,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,3,NA,NA,NA,Coastal,0,1,0,0
7972,Chinese Egret,Egretta eulophotes,Egretta eulophotes,Pelecaniformes,Ardeidae,Egretta,eulophotes,468,NA,0,500,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,5,1,4,NA,NA,NA,Coastal,1,0,0,0
7973,Snowy Egret,Egretta thula,Egretta thula,Pelecaniformes,Ardeidae,Egretta,thula,370,NA,0,1280,4000,NA,NA,NA,NA,NA,3,NA,NA,NA,4,NA,2,1,NA,NA,NA,Wetland,1,0,0,0
7976,Little Egret,Egretta garzetta,Egretta garzetta,Pelecaniformes,Ardeidae,Egretta,garzetta,403.5,NA,0,2270,4200,NA,NA,NA,NA,5,NA,NA,NA,NA,3,2,4,1,NA,NA,NA,Wetland,1,0,0,0
7980,Dimorphic Egret,Egretta dimorpha,NA,Pelecaniformes,NA,Egretta,dimorpha,NA,NA,0,1600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,NA,Coastal,NA,NA,NA,NA
7982,Western Reef-egret,Egretta gularis,Egretta gularis,Pelecaniformes,Ardeidae,Egretta,gularis,463.33333333333331,NA,0,300,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,3,NA,NA,NA,Coastal,1,0,0,0
7985,Pied Heron,Egretta picata,Egretta picata,Pelecaniformes,Ardeidae,Egretta,picata,291,NA,0,500,2500,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,3,NA,NA,NA,Coastal,1,0,0,0
7986,White-faced Heron,Egretta novaehollandiae,Egretta novaehollandiae,Pelecaniformes,Ardeidae,Egretta,novaehollandiae,544.83333333333337,NA,0,1500,1700,NA,NA,NA,NA,NA,4,NA,3,NA,5,NA,2,1,NA,NA,NA,Wetland,1,1,1,1
7989,White-backed Night Heron,Calherodius leuconotus,Calherodius leuconotus,Pelecaniformes,Ardeidae,Calherodius,leuconotus,440,NA,0,1300,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,5,1,4,2,NA,NA,NA,Riparian,0,0,0,0
7992,White-eared Night Heron,Oroanassa magnifica,Oroanassa magnifica,Pelecaniformes,Ardeidae,Oroanassa,magnifica,NA,NA,0,1300,2000,1,4,NA,NA,NA,NA,NA,NA,NA,5,2,NA,3,NA,NA,NA,Forest,0,0,0,1
7993,Little Heron,Butorides atricapilla,NA,Pelecaniformes,NA,Butorides,atricapilla,201.16666666666666,NA,0,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,1,NA,NA,NA,Wetland,1,0,1,0
8024,Green-backed Heron,Butorides striata,Butorides striata,Pelecaniformes,Ardeidae,Butorides,striata,162,NA,0,3000,4050,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,1,NA,NA,NA,Wetland,1,0,1,0
8026,Lava Heron,Butorides sundevalli,NA,Pelecaniformes,NA,Butorides,sundevalli,239,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,Coastal,NA,NA,NA,NA
8028,Green Heron,Butorides virescens,Butorides virescens,Pelecaniformes,Ardeidae,Butorides,virescens,192.5,NA,0,M,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,2,NA,NA,NA,Forest,1,0,0,1
8033,Forest Bittern,Zonerodius heliosylus,Zonerodius heliosylus,Pelecaniformes,Ardeidae,Zonerodius,heliosylus,NA,NA,100,300,1430,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,Riparian,0,0,0,0
8034,Rufous-bellied Heron,Ardeola rufiventris,Ardeola rufiventris,Pelecaniformes,Ardeidae,Ardeola,rufiventris,NA,NA,0,1800,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,1,NA,NA,NA,Wetland,1,0,0,0
8035,Squacco Heron,Ardeola ralloides,Ardeola ralloides,Pelecaniformes,Ardeidae,Ardeola,ralloides,300,NA,0,2000,2300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,NA,NA,NA,Wetland,1,0,0,0
8038,Malagasy Pond Heron,Ardeola idae,Ardeola idae,Pelecaniformes,Ardeidae,Ardeola,idae,287.5,NA,0,1800,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,Wetland,1,0,0,0
8039,Indian Pond Heron,Ardeola grayii,Ardeola grayii,Pelecaniformes,Ardeidae,Ardeola,grayii,256,NA,0,2150,4050,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,1,NA,NA,NA,Wetland,1,1,0,0
8040,Chinese Pond Heron,Ardeola bacchus,Ardeola bacchus,Pelecaniformes,Ardeidae,Ardeola,bacchus,306,NA,0,1450,4000,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,3,2,1,NA,NA,NA,Wetland,1,0,0,0
8041,Javan Pond Heron,Ardeola speciosa,Ardeola speciosa,Pelecaniformes,Ardeidae,Ardeola,speciosa,NA,NA,0,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,Wetland,1,0,0,1
8044,White-necked Heron,Ardea pacifica,Ardea pacifica,Pelecaniformes,Ardeidae,Ardea,pacifica,910,NA,0,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,Wetland,1,0,0,0
8045,Great White Egret,Ardea alba,Ardea alba,Pelecaniformes,Ardeidae,Ardea,alba,1013.1,NA,0,4000,4080,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,1,NA,NA,NA,Wetland,1,0,0,0
8053,Yellow-billed Egret,Ardea brachyrhyncha,Ardea brachyrhyncha,Pelecaniformes,Ardeidae,Ardea,brachyrhyncha,110,NA,0,2350,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,5,2,3,1,NA,NA,NA,Wetland,1,0,0,0
8055,Intermediate Egret,Ardea intermedia,Ardea intermedia,Pelecaniformes,Ardeidae,Ardea,intermedia,466,NA,0,1450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,1,NA,NA,NA,Wetland,1,0,0,0
8057,Plumed Egret,Ardea plumifera,Ardea plumifera,Pelecaniformes,Ardeidae,Ardea,plumifera,450,NA,0,1450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,1,NA,NA,NA,Wetland,1,0,0,0
8059,Western Cattle Egret,Bubulcus ibis,Ardea ibis,Pelecaniformes,Ardeidae,Bubulcus,ibis,385.68333333333334,NA,0,1500,4080,8,NA,7,NA,3,1,2,NA,NA,4,NA,6,5,NA,NA,NA,Grassland,1,0,0,0
8062,Eastern Cattle Egret,Ardea coromanda,Ardea coromanda,Pelecaniformes,Ardeidae,Ardea,coromanda,391,NA,0,1500,4080,NA,NA,5,NA,NA,NA,NA,NA,NA,3,4,1,2,NA,NA,NA,Coastal,1,0,0,0
8064,Grey Heron,Ardea cinerea,Ardea cinerea,Pelecaniformes,Ardeidae,Ardea,cinerea,1546.5,NA,0,4000,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,3,2,5,1,NA,NA,NA,Wetland,1,0,0,0
8069,Great Blue Heron,Ardea herodias,Ardea herodias,Pelecaniformes,Ardeidae,Ardea,herodias,2536.3333333333335,NA,0,2500,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,1,NA,NA,NA,Wetland,1,0,0,0
8074,Great White Heron,Ardea occidentalis,NA,Pelecaniformes,NA,Ardea,occidentalis,2812.5,NA,0,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,Wetland,NA,NA,NA,NA
8076,Cocoi Heron,Ardea cocoi,Ardea cocoi,Pelecaniformes,Ardeidae,Ardea,cocoi,1899.5,NA,0,2550,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,3,2,1,NA,NA,NA,Wetland,1,1,0,0
8077,Purple Heron,Ardea purpurea,Ardea purpurea,Pelecaniformes,Ardeidae,Ardea,purpurea,873.75,NA,0,2000,2300,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,1,NA,NA,NA,Wetland,1,1,1,0
8082,Madagascar Heron,Ardea humbloti,Ardea humbloti,Pelecaniformes,Ardeidae,Ardea,humbloti,NA,NA,0,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,NA,Coastal,NA,NA,NA,NA
8083,White-bellied Heron,Ardea insignis,Ardea insignis,Pelecaniformes,Ardeidae,Ardea,insignis,NA,600,800,1500,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,Wetland,1,0,0,0
8084,Great-billed Heron,Ardea sumatrana,Ardea sumatrana,Pelecaniformes,Ardeidae,Ardea,sumatrana,1950,NA,0,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,NA,Coastal,0,0,0,0
8087,Black-headed Heron,Ardea melanocephala,Ardea melanocephala,Pelecaniformes,Ardeidae,Ardea,melanocephala,1355,NA,0,2300,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,1,NA,NA,NA,Wetland,1,0,0,0
8088,Goliath Heron,Ardea goliath,Ardea goliath,Pelecaniformes,Ardeidae,Ardea,goliath,4389,NA,0,2100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,Wetland,1,0,0,0
8089,Hamerkop,Scopus umbretta,Scopus umbretta,Pelecaniformes,Scopidae,Scopus,umbretta,493.33333333333331,NA,0,2400,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,Wetland,0,0,0,1
8092,Shoebill,Balaeniceps rex,Balaeniceps rex,Pelecaniformes,Balaenicipitidae,Balaeniceps,rex,5992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Wetland,0,0,0,0
8093,Great White Pelican,Pelecanus onocrotalus,Pelecanus onocrotalus,Pelecaniformes,Pelecanidae,Pelecanus,onocrotalus,9600,NA,0,1372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,NA,NA,Wetland,1,0,0,0
8094,Pink-backed Pelican,Pelecanus rufescens,Pelecanus rufescens,Pelecaniformes,Pelecanidae,Pelecanus,rufescens,5416.666666666667,NA,0,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,NA,NA,NA,Wetland,1,0,0,0
8095,Spot-billed Pelican,Pelecanus philippensis,Pelecanus philippensis,Pelecaniformes,Pelecanidae,Pelecanus,philippensis,5150,NA,0,500,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,5,2,4,1,NA,NA,NA,Wetland,0,1,0,0
8097,Dalmatian Pelican,Pelecanus crispus,Pelecanus crispus,Pelecaniformes,Pelecanidae,Pelecanus,crispus,10291.666666666666,NA,0,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,NA,NA,NA,Wetland,1,0,0,0
8099,Australian Pelican,Pelecanus conspicillatus,Pelecanus conspicillatus,Pelecaniformes,Pelecanidae,Pelecanus,conspicillatus,5400,NA,0,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,NA,NA,NA,Wetland,NA,NA,NA,NA
8100,American White Pelican,Pelecanus erythrorhynchos,Pelecanus erythrorhynchos,Pelecaniformes,Pelecanidae,Pelecanus,erythrorhynchos,6530,NA,0,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,NA,NA,NA,Wetland,1,0,0,0
8101,Brown Pelican,Pelecanus occidentalis,Pelecanus occidentalis,Pelecaniformes,Pelecanidae,Pelecanus,occidentalis,3040,NA,0,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Coastal,1,0,0,0
8107,Peruvian Pelican,Pelecanus thagus,Pelecanus thagus,Pelecaniformes,Pelecanidae,Pelecanus,thagus,6042.5,NA,0,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,Coastal,1,0,0,0
8109,Hoatzin,Opisthocomus hoazin,Opisthocomus hoazin,Opisthocomiformes,Opisthocomidae,Opisthocomus,hoazin,771.5,NA,0,600,1448,2,NA,4,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Riparian,0,1,0,0
8110,California Condor,Gymnogyps californianus,Gymnogyps californianus,Cathartiformes,Cathartidae,Gymnogyps,californianus,9283.3333333333339,NA,0,2000,NA,2,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Woodland,NA,NA,NA,NA
8111,King Vulture,Sarcoramphus papa,Sarcoramphus papa,Cathartiformes,Cathartidae,Sarcoramphus,papa,4031.25,NA,0,1500,3300,1,NA,2,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,0,1,0
8112,Andean Condor,Vultur gryphus,Vultur gryphus,Cathartiformes,Cathartidae,Vultur,gryphus,11325,NA,0,5000,NA,2,NA,NA,NA,NA,1,NA,NA,3,NA,NA,4,NA,NA,NA,NA,Grassland,NA,NA,NA,NA
8113,American Black Vulture,Coragyps atratus,Coragyps atratus,Cathartiformes,Cathartidae,Coragyps,atratus,1811.8333333333333,NA,0,2000,3000,NA,NA,NA,1,NA,2,NA,NA,NA,3,4,NA,5,NA,NA,NA,Shrub,0,0,1,0
8117,Turkey Vulture,Cathartes aura,Cathartes aura,Cathartiformes,Cathartidae,Cathartes,aura,1495.5,NA,0,2500,4500,4,NA,3,7,1,2,NA,8,5,6,NA,9,10,NA,NA,NA,Savanna,0,1,0,0
8124,Lesser Yellow-headed Vulture,Cathartes burrovianus,Cathartes burrovianus,Cathartiformes,Cathartidae,Cathartes,burrovianus,1185,NA,0,1100,1000,NA,NA,NA,5,3,1,NA,NA,NA,NA,NA,4,2,NA,NA,NA,Grassland,0,0,1,0
8127,Greater Yellow-headed Vulture,Cathartes melambrotus,Cathartes melambrotus,Cathartiformes,Cathartidae,Cathartes,melambrotus,1440,NA,0,1100,1300,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,0,0,0
8128,Secretarybird,Sagittarius serpentarius,Sagittarius serpentarius,Accipitriformes,Sagittariidae,Sagittarius,serpentarius,3650,NA,0,3150,NA,3,NA,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Savanna,NA,NA,NA,NA
8129,Osprey,Pandion haliaetus,Pandion haliaetus,Accipitriformes,Pandionidae,Pandion,haliaetus,1510,NA,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,2,NA,NA,NA,Coastal,1,1,0,0
8135,Pearl Kite,Gampsonyx swainsonii,Gampsonyx swainsonii,Accipitriformes,Accipitridae,Gampsonyx,swainsonii,99.625,NA,0,1000,1200,NA,NA,2,1,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,Shrub,NA,NA,NA,NA
8139,Scissor-tailed Kite,Chelictinia riocourii,Chelictinia riocourii,Accipitriformes,Accipitridae,Chelictinia,riocourii,110,NA,0,500,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Shrub,1,1,0,0
8140,White-tailed Kite,Elanus leucurus,Elanus leucurus,Accipitriformes,Accipitridae,Elanus,leucurus,308,NA,0,1500,4200,NA,NA,4,5,NA,1,NA,NA,NA,2,NA,NA,3,NA,NA,NA,Grassland,NA,NA,NA,NA
8143,Black-winged Kite,Elanus caeruleus,Elanus caeruleus,Accipitriformes,Accipitridae,Elanus,caeruleus,259,NA,0,3000,NA,NA,NA,4,2,NA,1,3,NA,NA,5,NA,NA,NA,NA,NA,NA,Grassland,NA,NA,NA,NA
8149,Black-shouldered Kite,Elanus axillaris,Elanus axillaris,Accipitriformes,Accipitridae,Elanus,axillaris,266.25,NA,0,1500,NA,NA,NA,NA,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Grassland,1,1,0,0
8150,Letter-winged Kite,Elanus scriptus,Elanus scriptus,Accipitriformes,Accipitridae,Elanus,scriptus,308.16666666666669,NA,0,1000,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,4,2,NA,NA,NA,NA,Grassland,1,1,0,0
8151,African Harrier-hawk,Polyboroides typus,Polyboroides typus,Accipitriformes,Accipitridae,Polyboroides,typus,700.33333333333337,NA,0,3000,NA,1,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
8154,Madagascar Harrier-hawk,Polyboroides radiatus,Polyboroides radiatus,Accipitriformes,Accipitridae,Polyboroides,radiatus,124,NA,0,1300,2000,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
8155,Palm-nut Vulture,Gypohierax angolensis,Gypohierax angolensis,Accipitriformes,Accipitridae,Gypohierax,angolensis,1500,NA,0,1500,2300,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,NA,NA,NA,Forest,NA,NA,NA,NA
8156,Bearded Vulture,Gypaetus barbatus,Gypaetus barbatus,Accipitriformes,Accipitridae,Gypaetus,barbatus,5800,300,400,4400,8000,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Rocky,0,0,0,0
8161,Egyptian Vulture,Neophron percnopterus,Neophron percnopterus,Accipitriformes,Accipitridae,Neophron,percnopterus,2000,NA,0,3000,4500,NA,NA,NA,3,NA,4,1,6,2,5,NA,NA,NA,NA,NA,NA,Plains,0,0,0,1
8165,Madagascar Serpent-eagle,Eutriorchis astur,Eutriorchis astur,Accipitriformes,Accipitridae,Eutriorchis,astur,700,NA,0,1000,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
8166,Hook-billed Kite,Chondrohierax uncinatus,Chondrohierax uncinatus,Accipitriformes,Accipitridae,Chondrohierax,uncinatus,295,NA,0,1500,3100,1,NA,2,3,NA,NA,NA,NA,NA,NA,4,NA,5,NA,NA,NA,Forest,0,0,0,1
8170,Cuban Kite,Chondrohierax wilsonii,Chondrohierax wilsonii,Accipitriformes,Accipitridae,Chondrohierax,wilsonii,286.66666666666669,NA,0,500,NA,1,NA,2,3,5,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
8172,Grey-headed Kite,Leptodon cayanensis,Leptodon cayanensis,Accipitriformes,Accipitridae,Leptodon,cayanensis,506.75,NA,0,1000,2200,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,Forest,NA,NA,NA,NA
8175,White-collared Kite,Leptodon forbesi,Leptodon forbesi,Accipitriformes,Accipitridae,Leptodon,forbesi,570,NA,0,600,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,Forest,NA,NA,NA,NA
8176,African Cuckoo-hawk,Aviceda cuculoides,Aviceda cuculoides,Accipitriformes,Accipitridae,Aviceda,cuculoides,261,NA,0,3000,NA,1,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
