ioc151_species_id,common_name,scientific_name,clements_ebird2024_name,order_name,family_clements_ebird2024,genus_name,species_epithet,avg_mass,elevation_min_m,normalized_elevation_min_m,normalized_elevation_max_m,elevation_max_m,forest_habitat_rank,bushland_or_mosaic_habitat_rank,woodland_habitat_rank,shrubland_habitat_rank,savanna_habitat_rank,grassland_habitat_rank,plains_habitat_rank,rocky_habitat_rank,desert_habitat_rank,artificial_habitat_rank,riparian_habitat_rank,coastal_habitat_rank,wetland_habitat_rank,seabird_marine_habitat_rank,other_habitat_rank,other_habitat_description,primary_habitat,behavior_colonial,behavior_social,behavior_pairs_or_family,behavior_singly_and_pairs
14315,Schneider's Pitta,Hydrornis schneideri,Hydrornis schneideri,Passeriformes,Pittidae,Hydrornis,schneideri,NA,NA,900,2400,2500,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,0,0,1
14316,Blue-naped Pitta,Hydrornis nipalensis,Hydrornis nipalensis,Passeriformes,Pittidae,Hydrornis,nipalensis,121,NA,0,1500,2150,1,2,NA,4,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14319,Blue-rumped Pitta,Hydrornis soror,Hydrornis soror,Passeriformes,Pittidae,Hydrornis,soror,111,NA,50,1700,1900,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14325,Malay Banded Pitta,Hydrornis irena,Hydrornis irena,Passeriformes,Pittidae,Hydrornis,irena,85.6,NA,0,600,1700,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14328,Javan Banded Pitta,Hydrornis guajanus,Hydrornis guajanus,Passeriformes,Pittidae,Hydrornis,guajanus,89.916666666666671,NA,0,1500,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14332,Bornean Banded Pitta,Hydrornis schwaneri,Hydrornis schwaneri,Passeriformes,Pittidae,Hydrornis,schwaneri,81,0,650,1500,1680,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14334,Blue-headed Pitta,Hydrornis baudii,Hydrornis baudii,Passeriformes,Pittidae,Hydrornis,baudii,64.36666666666666,NA,0,600,1200,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14335,Blue Pitta,Hydrornis cyaneus,Hydrornis cyaneus,Passeriformes,Pittidae,Hydrornis,cyaneus,111.25,NA,60,2000,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14339,Gurney's Pitta,Hydrornis gurneyi,Hydrornis gurneyi,Passeriformes,Pittidae,Hydrornis,gurneyi,67.833333333333329,NA,0,160,NA,1,3,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14340,Bar-bellied Pitta,Hydrornis elliotii,Hydrornis elliotii,Passeriformes,Pittidae,Hydrornis,elliotii,91,NA,0,800,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14341,Whiskered Pitta,Erythropitta kochi,Erythropitta kochi,Passeriformes,Pittidae,Erythropitta,kochi,114.5,300,900,1500,2350,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14342,Philippine Pitta,Erythropitta erythrogaster,Erythropitta erythrogaster,Passeriformes,Pittidae,Erythropitta,erythrogaster,58.583333333333336,NA,0,1400,2100,1,4,NA,2,NA,NA,NA,NA,NA,3,5,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14347,Talaud Pitta,Erythropitta inspeculata,NA,Passeriformes,NA,Erythropitta,inspeculata,50.25,NA,0,1200,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14349,Sula Pitta,Erythropitta dohertyi,Erythropitta dohertyi,Passeriformes,Pittidae,Erythropitta,dohertyi,NA,NA,0,750,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14351,Sulawesi Pitta,Erythropitta celebensis,Erythropitta celebensis,Passeriformes,Pittidae,Erythropitta,celebensis,60,NA,0,1000,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14353,Siau Pitta,Erythropitta palliceps,NA,Passeriformes,NA,Erythropitta,palliceps,67,NA,0,1200,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14355,Sangihe Pitta,Erythropitta caeruleitorques,NA,Passeriformes,NA,Erythropitta,caeruleitorques,67,NA,0,650,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14357,North Moluccan Pitta,Erythropitta rufiventris,Erythropitta rufiventris,Passeriformes,Pittidae,Erythropitta,rufiventris,91,NA,100,2100,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14362,South Moluccan Pitta,Erythropitta rubrinucha,Erythropitta rubrinucha,Passeriformes,Pittidae,Erythropitta,rubrinucha,55,NA,0,1500,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14365,Papuan Pitta,Erythropitta macklotii,Erythropitta macklotii,Passeriformes,Pittidae,Erythropitta,macklotii,81.2,NA,0,1400,1830,1,4,NA,2,NA,NA,NA,NA,NA,3,5,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14375,New Ireland Pitta,Erythropitta novaehibernicae,Erythropitta novaehibernicae,Passeriformes,Pittidae,Erythropitta,novaehibernicae,67,NA,0,1200,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14378,Tabar Pitta,Erythropitta splendida,NA,Passeriformes,NA,Erythropitta,splendida,67,NA,0,1200,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14380,New Britain Pitta,Erythropitta gazellae,NA,Passeriformes,NA,Erythropitta,gazellae,67,NA,0,1200,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14382,Louisiade Pitta,Erythropitta meeki,Erythropitta meeki,Passeriformes,Pittidae,Erythropitta,meeki,67,NA,0,1200,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14384,Graceful Pitta,Erythropitta venusta,Erythropitta venusta,Passeriformes,Pittidae,Erythropitta,venusta,NA,NA,400,1400,1600,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14386,Garnet Pitta,Erythropitta granatina,Erythropitta granatina,Passeriformes,Pittidae,Erythropitta,granatina,58.333333333333336,NA,0,300,1000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14389,Black-crowned Pitta,Erythropitta ussheri,Erythropitta ussheri,Passeriformes,Pittidae,Erythropitta,ussheri,59.4,NA,0,300,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14391,Blue-banded Pitta,Erythropitta arquata,Erythropitta arquata,Passeriformes,Pittidae,Erythropitta,arquata,52.466666666666669,150,600,1200,1500,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14392,African Pitta,Pitta angolensis,Pitta angolensis,Passeriformes,Pittidae,Pitta,angolensis,85.033333333333331,NA,0,1000,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,Forest,NA,NA,NA,NA
14396,Green-breasted Pitta,Pitta reichenowi,Pitta reichenowi,Passeriformes,Pittidae,Pitta,reichenowi,81,NA,1100,1400,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14398,Indian Pitta,Pitta brachyura,Pitta brachyura,Passeriformes,Pittidae,Pitta,brachyura,56.3,NA,0,1200,1830,1,4,2,3,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14399,Blue-winged Pitta,Pitta moluccensis,Pitta moluccensis,Passeriformes,Pittidae,Pitta,moluccensis,95,NA,0,800,1800,1,4,2,3,NA,NA,NA,NA,NA,6,NA,5,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14401,Mangrove Pitta,Pitta megarhyncha,Pitta megarhyncha,Passeriformes,Pittidae,Pitta,megarhyncha,105.85000000000001,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,Coastal,NA,NA,NA,NA
14403,Western Hooded Pitta,Pitta sordida,Pitta sordida,Passeriformes,Pittidae,Pitta,sordida,61.5,NA,0,1000,2000,1,NA,NA,2,NA,NA,NA,NA,NA,3,NA,4,5,NA,NA,NA,Forest,0,0,0,1
14410,Nicobar Hooded Pitta,Pitta abbotti,Pitta abbotti,Passeriformes,Pittidae,Pitta,abbotti,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14412,Minahasa Hooded Pitta,Pitta forsteni,Pitta forsteni,Passeriformes,Pittidae,Pitta,forsteni,NA,NA,0,650,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14414,Eastern Hooded Pitta,Pitta novaeguineae,Pitta novaeguineae,Passeriformes,Pittidae,Pitta,novaeguineae,66.333333333333329,NA,0,700,1200,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14419,Biak Hooded Pitta,Pitta rosenbergii,Pitta rosenbergii,Passeriformes,Pittidae,Pitta,rosenbergii,NA,NA,0,305,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,Forest,0,0,0,0
14421,Fairy Pitta,Pitta nympha,Pitta nympha,Passeriformes,Pittidae,Pitta,nympha,90.25,NA,0,1300,NA,1,4,NA,3,NA,NA,NA,NA,NA,5,2,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14422,Noisy Pitta,Pitta versicolor,Pitta versicolor,Passeriformes,Pittidae,Pitta,versicolor,96.666666666666671,NA,0,1500,NA,1,NA,3,NA,NA,NA,NA,NA,NA,5,2,4,NA,NA,NA,NA,Forest,0,0,0,1
14426,Ivory-breasted Pitta,Pitta maxima,Pitta maxima,Passeriformes,Pittidae,Pitta,maxima,179,NA,0,500,1230,1,NA,NA,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14428,Morotai Pitta,Pitta morotaiensis,NA,Passeriformes,NA,Pitta,morotaiensis,NA,NA,0,800,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14430,Ornate Pitta,Pitta concinna,Pitta concinna,Passeriformes,Pittidae,Pitta,concinna,55,NA,0,1400,NA,1,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14434,Elegant Pitta,Pitta elegans,Pitta elegans,Passeriformes,Pittidae,Pitta,elegans,62,NA,0,1200,1600,1,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14440,Banda Sea Pitta,Pitta vigorsii,Pitta vigorsii,Passeriformes,Pittidae,Pitta,vigorsii,NA,NA,0,120,NA,4,NA,1,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,Woodland,NA,NA,NA,NA
14442,Black-faced Pitta,Pitta anerythra,Pitta anerythra,Passeriformes,Pittidae,Pitta,anerythra,86,NA,0,600,NA,1,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14446,Azure-breasted Pitta,Pitta steerii,Pitta steerii,Passeriformes,Pittidae,Pitta,steerii,91.75,NA,0,1000,NA,1,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14449,Superb Pitta,Pitta superba,Pitta superba,Passeriformes,Pittidae,Pitta,superba,115,NA,0,100,250,1,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14450,Rainbow Pitta,Pitta iris,Pitta iris,Passeriformes,Pittidae,Pitta,iris,63.199999999999996,NA,0,380,NA,1,4,NA,3,NA,NA,NA,NA,NA,6,2,5,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14453,Middle American Leaftosser,Sclerurus mexicanus,Sclerurus mexicanus,Passeriformes,Furnariidae,Sclerurus,mexicanus,27.783333333333331,0,500,2000,2200,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Woodland,0,0,0,1
14457,Dusky Leaftosser,Sclerurus obscurior,Sclerurus obscurior,Passeriformes,Furnariidae,Sclerurus,obscurior,23.833333333333332,NA,0,2000,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14465,Short-billed Leaftosser,Sclerurus rufigularis,Sclerurus rufigularis,Passeriformes,Furnariidae,Sclerurus,rufigularis,22,NA,0,500,1800,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,0,0,0
14470,Scaly-throated Leaftosser,Sclerurus guatemalensis,Sclerurus guatemalensis,Passeriformes,Furnariidae,Sclerurus,guatemalensis,30.566666666666666,NA,0,1000,1250,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Woodland,0,0,0,1
14474,Black-tailed Leaftosser,Sclerurus caudacutus,Sclerurus caudacutus,Passeriformes,Furnariidae,Sclerurus,caudacutus,38,NA,0,500,1100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,0,0,0
14482,Grey-throated Leaftosser,Sclerurus albigularis,Sclerurus albigularis,Passeriformes,Furnariidae,Sclerurus,albigularis,37.5,50,600,2000,2200,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,0,0,1
14490,Rufous-breasted Leaftosser,Sclerurus scansor,Sclerurus scansor,Passeriformes,Furnariidae,Sclerurus,scansor,33.25,0,550,1050,1600,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,0,0,1
14491,Ceara Leaftosser,Sclerurus cearensis,NA,Passeriformes,NA,Sclerurus,cearensis,33,NA,0,1600,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14494,Coastal Miner,Geositta peruviana,Geositta peruviana,Passeriformes,Furnariidae,Geositta,peruviana,18.149999999999999,NA,0,700,NA,NA,NA,NA,NA,NA,NA,3,NA,2,NA,NA,1,NA,NA,NA,NA,Coastal,0,0,0,1
14498,Slender-billed Miner,Geositta tenuirostris,Geositta tenuirostris,Passeriformes,Furnariidae,Geositta,tenuirostris,35.75,NA,2500,4600,NA,NA,NA,NA,2,NA,1,NA,NA,NA,3,4,NA,NA,NA,NA,NA,Grassland,0,0,0,1
14501,Common Miner,Geositta cunicularia,Geositta cunicularia,Passeriformes,Furnariidae,Geositta,cunicularia,27,NA,0,5000,NA,NA,NA,NA,2,NA,1,3,NA,NA,NA,NA,4,NA,NA,NA,NA,Grassland,0,0,0,1
14511,Puna Miner,Geositta punensis,Geositta punensis,Passeriformes,Furnariidae,Geositta,punensis,28,2300,3500,5000,5500,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,3,NA,NA,NA,Grassland,0,0,0,1
14512,Campo Miner,Geositta poeciloptera,Geositta poeciloptera,Passeriformes,Furnariidae,Geositta,poeciloptera,18,NA,500,1250,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Grassland,0,0,0,1
14513,Thick-billed Miner,Geositta crassirostris,Geositta crassirostris,Passeriformes,Furnariidae,Geositta,crassirostris,50.933333333333337,NA,300,3550,NA,NA,NA,NA,1,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,Shrub,0,0,0,1
14516,Rufous-banded Miner,Geositta rufipennis,Geositta rufipennis,Passeriformes,Furnariidae,Geositta,rufipennis,39.783333333333331,0,600,4400,5000,NA,NA,NA,2,NA,1,NA,3,NA,NA,4,NA,NA,NA,NA,NA,Grassland,0,1,1,1
14524,Greyish Miner,Geositta maritima,Geositta maritima,Passeriformes,Furnariidae,Geositta,maritima,16.5,0,500,3800,4200,NA,NA,NA,NA,NA,3,2,4,1,NA,NA,NA,NA,NA,NA,NA,Desert,0,1,0,1
14525,Short-billed Miner,Geositta antarctica,Geositta antarctica,Passeriformes,Furnariidae,Geositta,antarctica,35.125,NA,0,1000,NA,NA,NA,NA,2,NA,1,3,NA,NA,5,NA,4,NA,NA,NA,NA,Grassland,0,1,0,1
14526,Dark-winged Miner,Geositta saxicolina,Geositta saxicolina,Passeriformes,Furnariidae,Geositta,saxicolina,32.25,NA,3700,4900,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,Grassland,0,0,0,1
14527,Creamy-rumped Miner,Geositta isabellina,Geositta isabellina,Passeriformes,Furnariidae,Geositta,isabellina,42.016666666666666,1200,2000,5000,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,Grassland,0,0,0,1
14528,Spot-throated Woodcreeper,Certhiasomus stictolaemus,Certhiasomus stictolaemus,Passeriformes,Furnariidae,Certhiasomus,stictolaemus,16.833333333333332,NA,0,500,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,0,0,0
14532,Eastern Olivaceous Woodcreeper,Sittasomus griseicapillus,Sittasomus griseicapillus,Passeriformes,Furnariidae,Sittasomus,griseicapillus,12.9,NA,0,1500,2300,1,NA,2,4,NA,NA,NA,NA,NA,5,3,NA,NA,NA,NA,NA,Forest,0,0,0,1
14540,Western Olivaceous Woodcreeper,Sittasomus griseus,NA,Passeriformes,NA,Sittasomus,griseus,12.9,NA,0,1500,2000,1,NA,2,4,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14556,Little Long-tailed Woodcreeper,Deconychura typica,Deconychura typica,Passeriformes,Furnariidae,Deconychura,typica,22.160000000000004,NA,350,1700,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14560,Northern Long-tailed Woodcreeper,Deconychura longicauda,Deconychura longicauda,Passeriformes,Furnariidae,Deconychura,longicauda,27.766666666666666,NA,0,1260,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,0,0,1
14562,Southern Long-tailed Woodcreeper,Deconychura pallida,Deconychura pallida,Passeriformes,Furnariidae,Deconychura,pallida,28,NA,0,1700,1750,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14566,Tyrannine Woodcreeper,Dendrocincla tyrannina,Dendrocincla tyrannina,Passeriformes,Furnariidae,Dendrocincla,tyrannina,52,700,1300,3200,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,1,0,0
14570,White-chinned Woodcreeper,Dendrocincla merula,Dendrocincla merula,Passeriformes,Furnariidae,Dendrocincla,merula,42.92,NA,0,300,600,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,Forest,0,0,1,0
14578,Ruddy Woodcreeper,Dendrocincla homochroa,Dendrocincla homochroa,Passeriformes,Furnariidae,Dendrocincla,homochroa,36.325000000000003,0,300,1200,1800,1,NA,2,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,Forest,0,0,0,1
14583,Tawny-winged Woodcreeper,Dendrocincla anabatina,Dendrocincla anabatina,Passeriformes,Furnariidae,Dendrocincla,anabatina,36.049999999999997,NA,0,1200,1500,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,Forest,0,0,0,1
14587,Plain-brown Woodcreeper,Dendrocincla fuliginosa,Dendrocincla fuliginosa,Passeriformes,Furnariidae,Dendrocincla,fuliginosa,39.416666666666664,NA,0,1300,2000,1,5,3,NA,NA,NA,NA,NA,NA,6,2,4,NA,NA,NA,NA,Forest,0,0,0,1
14600,Plain-winged Woodcreeper,Dendrocincla turdina,Dendrocincla turdina,Passeriformes,Furnariidae,Dendrocincla,turdina,35.1,NA,0,1250,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14603,Wedge-billed Woodcreeper,Glyphorynchus spirurus,Glyphorynchus spirurus,Passeriformes,Furnariidae,Glyphorynchus,spirurus,15.75,NA,0,1200,2100,1,4,3,NA,NA,NA,NA,NA,NA,5,2,NA,NA,NA,NA,NA,Forest,0,0,0,1
14618,Cinnamon-throated Woodcreeper,Dendrexetastes rufigula,Dendrexetastes rufigula,Passeriformes,Furnariidae,Dendrexetastes,rufigula,70.333333333333329,NA,0,500,1200,1,NA,2,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,Forest,0,0,0,1
14623,Long-billed Woodcreeper,Nasica longirostris,Nasica longirostris,Passeriformes,Furnariidae,Nasica,longirostris,85,NA,0,300,500,1,NA,NA,3,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,Forest,0,0,0,1
14624,Western Barred Woodcreeper,Dendrocolaptes sanctithomae,Dendrocolaptes sanctithomae,Passeriformes,Furnariidae,Dendrocolaptes,sanctithomae,65.75,NA,0,1000,1800,1,NA,4,NA,NA,NA,NA,NA,NA,5,2,3,NA,NA,NA,NA,Forest,0,0,1,1
14630,Eastern Barred Woodcreeper,Dendrocolaptes punctipectus,NA,Passeriformes,NA,Dendrocolaptes,punctipectus,66,NA,0,450,950,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14633,Amazonian Barred Woodcreeper,Dendrocolaptes certhia,Dendrocolaptes certhia,Passeriformes,Furnariidae,Dendrocolaptes,certhia,66,NA,0,900,1400,1,NA,2,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,Forest,0,0,0,1
14644,Black-banded Woodcreeper,Dendrocolaptes picumnus,Dendrocolaptes picumnus,Passeriformes,Furnariidae,Dendrocolaptes,picumnus,70.5,0,450,3000,NA,1,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,0,1,1
14658,Hoffmanns's Woodcreeper,Dendrocolaptes hoffmannsi,Dendrocolaptes hoffmannsi,Passeriformes,Furnariidae,Dendrocolaptes,hoffmannsi,81.875,NA,0,300,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,0,0,0
14659,Planalto Woodcreeper,Dendrocolaptes platyrostris,Dendrocolaptes platyrostris,Passeriformes,Furnariidae,Dendrocolaptes,platyrostris,60.083333333333336,NA,0,1300,2100,1,NA,2,4,NA,NA,NA,NA,NA,5,3,NA,NA,NA,NA,NA,Forest,0,0,0,1
14662,Bar-bellied Woodcreeper,Hylexetastes stresemanni,Hylexetastes stresemanni,Passeriformes,Furnariidae,Hylexetastes,stresemanni,113,NA,0,300,500,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
14667,Red-billed Woodcreeper,Hylexetastes perrotii,Hylexetastes perrotii,Passeriformes,Furnariidae,Hylexetastes,perrotii,123.7,NA,0,500,600,1,NA,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,Forest,0,0,0,1
14669,Uniform Woodcreeper,Hylexetastes uniformis,Hylexetastes uniformis,Passeriformes,Furnariidae,Hylexetastes,uniformis,102.58333333333333,NA,0,600,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,Forest,0,0,0,1
14673,Strong-billed Woodcreeper,Xiphocolaptes promeropirhynchus,Xiphocolaptes promeropirhynchus,Passeriformes,Furnariidae,Xiphocolaptes,promeropirhynchus,125.8,0,20,3500,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,0,1,1
14701,Moustached Woodcreeper,Xiphocolaptes falcirostris,Xiphocolaptes falcirostris,Passeriformes,Furnariidae,Xiphocolaptes,falcirostris,110,NA,0,550,800,NA,NA,1,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,Woodland,0,0,1,1
14705,White-throated Woodcreeper,Xiphocolaptes albicollis,Xiphocolaptes albicollis,Passeriformes,Furnariidae,Xiphocolaptes,albicollis,120.5,NA,0,1500,2000,1,NA,2,4,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,Forest,0,0,0,1
14709,Great Rufous Woodcreeper,Xiphocolaptes major,Xiphocolaptes major,Passeriformes,Furnariidae,Xiphocolaptes,major,142.83333333333334,NA,0,1500,1800,NA,NA,1,2,4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,Woodland,0,0,1,1
14714,Striped Woodcreeper,Xiphorhynchus obsoletus,Xiphorhynchus obsoletus,Passeriformes,Furnariidae,Xiphorhynchus,obsoletus,31.150000000000002,NA,0,500,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,Forest,0,0,0,1
14719,Lesser Woodcreeper,Xiphorhynchus fuscus,Xiphorhynchus fuscus,Passeriformes,Furnariidae,Xiphorhynchus,fuscus,20.25,NA,0,1200,1500,1,NA,2,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,Forest,0,0,0,1
14723,Atlantic Woodcreeper,Xiphorhynchus atlanticus,Xiphorhynchus atlanticus,Passeriformes,Furnariidae,Xiphorhynchus,atlanticus,NA,NA,0,600,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,Forest,NA,NA,NA,NA
14725,Chestnut-rumped Woodcreeper,Xiphorhynchus pardalotus,Xiphorhynchus pardalotus,Passeriformes,Furnariidae,Xiphorhynchus,pardalotus,38.450000000000003,NA,0,500,1800,1,NA,2,3,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,Forest,0,0,1,1
