









Frequency of observations in the selected location(s).:
Number of taxa: 	428

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Cave Swallow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.435E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
swallow sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021939	0.00334	0.0052151	0.0064935	0.0097521	0.0066611	0.003231	0.0091324	0.0042328	0.007	0.0022124	0.0079444	0.0055402	0.0098765	0.0084626	0.0169231	0.0104167	0.0141753	0.0227848	0.0427461	0.0400314	0.0306435	0.0172043	0.0083333	0.014197	0.0076409	0.0031915	0.0	7.435E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Ruby-crowned Kinglet	0.0321767	0.0244101	0.0109489	0.0188934	0.0180952	0.0187166	0.0110733	0.0190397	0.019708	0.022291	0.029703	0.0359807	0.0547762	0.1590613	0.2491145	0.1986997	0.1190674	0.0496769	0.0074201	0.0010582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012953	7.849E-4	0.0020429	0.0064516	0.1	0.1322094	0.2445081	0.3191489	0.3906083	0.2817844	0.1226804	0.064	0.0282903	0.0409408	0.0270636	0.0262794	0.0349727	0.0504877	
Golden-crowned Kinglet	0.0656151	0.0537022	0.0465328	0.0438596	0.0542857	0.0347594	0.011925	0.031457	0.0233577	0.028483	0.049505	0.078982	0.1155645	0.065189	0.014758	0.0060951	0.0029142	0.0016155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020429	0.0	0.003125	0.0177462	0.1461318	0.1925532	0.2134472	0.1881041	0.1278351	0.0857143	0.0799508	0.0749129	0.0703654	0.0511757	0.0677596	0.1015491	
Ruby-crowned/Golden-crowned Kinglet	0.0	8.137E-4	9.124E-4	0.0	9.524E-4	0.0	0.0	8.278E-4	0.0	0.0	6.601E-4	4.388E-4	0.0	0.0015	0.0	4.063E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.873E-4	9.551E-4	0.0010638	0.0015	0.002974	0.0020619	0.0011429	0.0	0.0015	0.0	0.0	0.0010929	5.737E-4	
White-breasted Nuthatch	0.3230284	0.3091945	0.3074818	0.2968961	0.3161905	0.3442513	0.3326235	0.3062914	0.2525547	0.2724458	0.3194719	0.2970601	0.2832331	0.2868318	0.3004723	0.3482324	0.3022481	0.2487884	0.2522831	0.1941799	0.211	0.2134956	0.2343595	0.2908587	0.2950617	0.2665726	0.2461538	0.2405303	0.2036082	0.2278481	0.2629534	0.3563579	0.3758938	0.4182796	0.471875	0.4658385	0.4756447	0.4510638	0.4236926	0.3858736	0.3556701	0.3428571	0.403444	0.3954704	0.3518268	0.3858921	0.3355191	0.3580034	
Red-breasted Nuthatch	0.0246057	0.0195281	0.0228102	0.0209177	0.0228571	0.019385	0.0310903	0.0248344	0.0262774	0.0204334	0.0191419	0.0149188	0.00668	0.0045632	0.0094451	0.0105648	0.011657	0.0052504	0.0011416	5.291E-4	0.0	0.0	0.0	9.234E-4	0.0049383	0.0	0.0	0.0	0.0012887	0.0050633	0.0025907	0.0259027	0.0602656	0.0505376	0.1010417	0.0621118	0.0534862	0.0531915	0.0554963	0.0319703	0.0216495	0.0422857	0.0209102	0.0191638	0.02977	0.0318119	0.0360656	0.0275387	
Brown Creeper	0.0416404	0.0520749	0.0374088	0.0384615	0.0485714	0.0407754	0.0327939	0.0256623	0.0321168	0.0266254	0.0257426	0.0289601	0.0360721	0.029987	0.0141677	0.0032507	0.0029142	0.0028271	0.0057078	0.0021164	0.0	0.0	9.93E-4	9.234E-4	0.0	0.0014104	0.0	9.47E-4	0.0	0.0	0.0012953	0.0	0.0020429	0.0010753	0.0104167	0.0266193	0.0429799	0.0382979	0.054429	0.0520446	0.0515464	0.0388571	0.0492005	0.0513937	0.0433018	0.0387275	0.0502732	0.0722892	
Blue-gray Gnatcatcher	6.309E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0153641	0.0788787	0.2125148	0.3230394	0.3238968	0.26979	0.255137	0.157672	0.129	0.0818584	0.0913605	0.0932595	0.0802469	0.0691114	0.0630769	0.0558712	0.0335052	0.0455696	0.0816062	0.0926217	0.0970378	0.0849462	0.0239583	0.0053239	0.0019102	0.0042553	0.0010672	0.001487	0.0010309	0.0	0.0	0.0	0.0013532	0.0	0.0	0.0	
Northern House Wren	0.0	8.137E-4	9.124E-4	0.0	0.0	0.0	0.0	0.0	0.0	6.192E-4	0.0	8.776E-4	0.0	0.0104302	0.1257379	0.3421373	0.4450458	0.407916	0.4046804	0.3698413	0.437	0.3838496	0.4061569	0.3711911	0.4345679	0.3991537	0.3523077	0.2528409	0.2023196	0.1291139	0.1554404	0.166405	0.2022472	0.2150538	0.2354167	0.1668146	0.1146132	0.0574468	0.0234792	0.005948	0.0010309	0.0	0.0	0.0	0.0027064	0.0015	0.0	0.0	
Winter Wren	0.0264984	0.0227828	0.0182482	0.0175439	0.0180952	0.0093583	0.0059625	0.0149007	0.0065693	0.0123839	0.0145215	0.01448	0.0233801	0.0019557	0.0053129	0.0048761	0.0029142	0.0028271	5.708E-4	0.0	0.0	0.0	9.93E-4	0.0	0.0012346	0.0	0.0	0.0	0.0	0.0	0.0	0.0015699	0.0010215	0.0	0.0104167	0.0275067	0.0296084	0.0414894	0.0490928	0.0275093	0.0402062	0.0331429	0.0442804	0.0383275	0.0135318	0.0290456	0.0284153	0.0453242	
Sedge Wren	0.0	0.0	9.124E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.903E-4	0.0	0.0	0.0015	0.0	0.0015	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0042553	0.0010672	0.0	0.0010309	0.0011429	0.0	0.0	0.0	0.0	0.0	0.0015	
Marsh Wren	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0053129	0.0020317	0.0016653	0.0016155	0.0	0.0	0.0	0.0	0.0	0.0	0.0012346	0.0	0.0	0.0	0.0012887	0.0	0.0	0.0	0.0020429	0.0	0.0020833	0.0062112	0.0047755	0.0074468	0.0085379	0.0	0.0015	0.0011429	0.0	0.0	0.0	0.0	0.0	5.737E-4	
Carolina Wren	0.2466877	0.261188	0.25	0.2483131	0.2580952	0.2627005	0.2159284	0.2557947	0.2357664	0.2569659	0.2785479	0.2768758	0.2965932	0.3494133	0.3890201	0.4185291	0.3609492	0.332391	0.3510274	0.2931217	0.345	0.2743363	0.2939424	0.3305633	0.3876543	0.3526093	0.3415385	0.344697	0.3273196	0.2759494	0.3406736	0.3751962	0.3871297	0.4021505	0.4270833	0.4134871	0.3982808	0.356383	0.3351121	0.3412639	0.328866	0.2948571	0.3161132	0.3283972	0.2949932	0.3070539	0.2863388	0.319564	
wren sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.903E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.849E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
European Starling	0.2864353	0.2530513	0.3083942	0.3110661	0.3142857	0.3435829	0.3202726	0.3518212	0.3583942	0.3578947	0.3669967	0.3861343	0.3426854	0.3904824	0.4356553	0.3949614	0.3726062	0.3727787	0.3755708	0.3931217	0.409	0.3960177	0.3823237	0.3397969	0.3901235	0.3836389	0.3538462	0.3494318	0.306701	0.3329114	0.3082902	0.3304553	0.340143	0.283871	0.3052083	0.3149956	0.3237822	0.2840426	0.2956243	0.3122677	0.3185567	0.304	0.3284133	0.3101045	0.2976996	0.2669433	0.2896175	0.2954676	
Gray Catbird	0.0025237	0.0016273	9.124E-4	0.0026991	0.0028571	0.0013369	0.0	0.0	0.0014599	0.0	6.601E-4	8.776E-4	0.004676	0.0032595	0.0230224	0.2848436	0.6465445	0.6583199	0.7111872	0.6402116	0.651	0.6570796	0.6305859	0.6565097	0.6839506	0.6191819	0.6261538	0.5899621	0.5528351	0.5012658	0.5207254	0.5635793	0.5801839	0.5698925	0.60625	0.581189	0.4680038	0.2787234	0.1408751	0.0431227	0.0134021	0.0137143	0.0098401	0.0078397	0.0040595	0.0055325	0.0043716	0.006311	
Brown Thrasher	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0013201	0.0136025	0.0394122	0.1121252	0.1493506	0.145063	0.1461282	0.141357	0.1409817	0.1253968	0.117	0.1349558	0.1122145	0.1061865	0.1123457	0.0803949	0.0553846	0.0435606	0.0167526	0.0177215	0.0246114	0.032967	0.0531154	0.0602151	0.075	0.0603372	0.0248329	0.0074468	0.0032017	0.0022305	0.0	0.0011429	0.0	8.711E-4	0.0	0.0015	0.0	0.0	
Northern Mockingbird	0.140694	0.1139138	0.1177007	0.1018893	0.1171429	0.1270053	0.1158433	0.1266556	0.1394161	0.1386997	0.1676568	0.1768319	0.1716767	0.1929596	0.2042503	0.2068265	0.1998335	0.1886107	0.1917808	0.1915344	0.244	0.2300885	0.2403178	0.2086796	0.2567901	0.2708039	0.24	0.2320076	0.181701	0.1670886	0.1813472	0.1695447	0.1695608	0.1268817	0.15	0.1730257	0.2234957	0.1978723	0.2294557	0.2148699	0.2082474	0.1737143	0.1672817	0.1672474	0.1529093	0.1479945	0.1311475	0.1520367	
Eastern Bluebird	0.1337539	0.1285598	0.1222628	0.120108	0.12	0.1183155	0.1060477	0.1639073	0.1656934	0.1801858	0.2118812	0.220272	0.2104208	0.1994785	0.2284534	0.243397	0.2023314	0.1978998	0.2009132	0.1645503	0.2	0.1725664	0.1608739	0.1578947	0.1716049	0.167842	0.1846154	0.1723485	0.1443299	0.1405063	0.1541451	0.1679749	0.1511747	0.1860215	0.1770833	0.1943212	0.2244508	0.2212766	0.2230523	0.2527881	0.2505155	0.2388571	0.2054121	0.2003484	0.1637348	0.1825726	0.1256831	0.1583477	
Mountain Bluebird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0546392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Varied Thrush	0.0	0.0	0.0	0.0015	0.0	0.0	0.0034072	0.0107616	0.0182482	0.0068111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Veery	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0093458	0.0778518	0.1219709	0.1603881	0.0952381	0.068	0.0431416	0.0486594	0.056325	0.0407407	0.0296192	0.0169231	0.0075758	0.0025773	0.0050633	0.0103627	0.0164835	0.0265577	0.0150538	0.00625	0.0053239	9.551E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Gray-cheeked Thrush	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.163E-4	0.003231	0.0148402	0.005291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010215	0.0032258	0.0020833	0.0044366	0.0015	0.0053191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Gray-cheeked/Bicknell's Thrush	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.708E-4	0.0010582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Swainson's Thrush	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.127E-4	0.020816	0.0565428	0.0930365	0.0275132	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012658	0.0	7.849E-4	0.0091931	0.0430108	0.0552083	0.0585626	0.0334288	0.0287234	0.0117396	0.002974	0.0010309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Hermit Thrush	0.0170347	0.0219691	0.0127737	0.0175439	0.0190476	0.0173797	0.008092	0.009106	0.0131387	0.006192	0.0125413	0.0118473	0.0394122	0.059322	0.0543093	0.0386022	0.0278934	0.026252	0.0159817	0.0058201	0.001	0.0011062	9.93E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012953	0.0031397	0.0	0.0	0.0020833	0.0062112	0.0267431	0.0531915	0.0864461	0.0542751	0.0360825	0.0308571	0.0159902	0.0235192	0.0202977	0.0235131	0.0262295	0.0349971	
Catharus sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.849E-4	0.0010215	0.0	0.0	0.0017746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Wood Thrush	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011806	0.0922389	0.3384679	0.4006462	0.4326484	0.326455	0.323	0.2865044	0.3128103	0.3684211	0.3395062	0.3004231	0.2353846	0.1534091	0.0708763	0.0341772	0.0336788	0.0463108	0.0500511	0.0505376	0.08125	0.0381544	0.0015	0.0010638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Robin	0.1728707	0.1611066	0.1551095	0.1848853	0.1819048	0.1898396	0.1784497	0.285596	0.3576642	0.5244582	0.6224422	0.7033787	0.7181029	0.7646675	0.8122786	0.8090207	0.7972523	0.7451535	0.7631279	0.7455026	0.794	0.795354	0.7616683	0.7506925	0.8049383	0.7291961	0.7184615	0.6174242	0.5141753	0.4367089	0.3950777	0.4348509	0.3871297	0.3774194	0.4489583	0.5039929	0.5415473	0.487234	0.5229456	0.5226766	0.5113402	0.4251429	0.3259533	0.2926829	0.2341001	0.2130014	0.1748634	0.1876076	
thrush sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	7.299E-4	0.0	6.601E-4	0.0	0.0	0.0	0.0	4.063E-4	0.0016653	0.0012116	5.708E-4	5.291E-4	0.0	0.0033186	0.0	0.0	0.0	0.0	0.0	9.47E-4	0.0012887	0.0	0.0	7.849E-4	0.0010215	0.0043011	0.0020833	0.0026619	9.551E-4	0.0010638	0.0032017	0.0022305	0.0	0.0	0.0	0.0	0.0	0.0	0.0010929	5.737E-4	
Cedar Waxwing	0.0208202	0.0162734	0.0191606	0.0155196	0.0104762	0.0066845	0.0076661	0.0115894	0.0058394	0.006192	0.019802	0.0096534	0.0160321	0.017601	0.0123967	0.0166599	0.029975	0.0621971	0.2254566	0.3074074	0.341	0.2809735	0.2393247	0.2197599	0.208642	0.2186178	0.1861538	0.1818182	0.1314433	0.1189873	0.134715	0.1601256	0.1838611	0.2	0.253125	0.2315883	0.2559694	0.1893617	0.2123799	0.2527881	0.2164948	0.1645714	0.1279213	0.1062718	0.0595399	0.04426	0.0229508	0.0378657	
Northern Red Bishop	6.309E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Pin-tailed Whydah	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
House Sparrow	0.1659306	0.1855167	0.2281022	0.1956815	0.227619	0.2740642	0.286201	0.2119205	0.1912409	0.1894737	0.1887789	0.1948223	0.1897128	0.202086	0.2095632	0.1755384	0.195254	0.1902262	0.1986301	0.2232804	0.282	0.2378319	0.2353525	0.2289935	0.2802469	0.2595205	0.2815385	0.2035985	0.2242268	0.1848101	0.1619171	0.1389325	0.1419816	0.1064516	0.0989583	0.1535049	0.1442216	0.1659574	0.1760939	0.1561338	0.1618557	0.1645714	0.1857319	0.1890244	0.1677943	0.1728907	0.1846995	0.1996558	
American Pipit	0.0056782	0.002441	0.0018248	0.011471	0.012381	0.0053476	0.0029813	0.0049669	0.0021898	0.0024768	0.0026403	0.0065818	0.004676	0.0026076	0.0029516	0.0109711	0.0062448	0.0060582	5.708E-4	0.0010582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0015	0.0020833	0.0079858	0.0191022	0.0351064	0.0416222	0.0527881	0.0463918	0.0468571	0.0295203	0.0130662	0.0027064	0.0013831	0.0076503	0.0057372	
Evening Grosbeak	0.0	8.137E-4	9.124E-4	0.0	0.0019048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.163E-4	4.039E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089219	0.0123711	0.0045714	0.00492	0.0017422	0.0015	0.0015	0.0	5.737E-4	
House Finch	0.2662461	0.2554923	0.2883212	0.3049933	0.3228571	0.3957219	0.4126917	0.3625828	0.3189781	0.3021672	0.3287129	0.3418166	0.3166333	0.333116	0.3311688	0.3035351	0.286428	0.2548465	0.2545662	0.2724868	0.332	0.335177	0.346574	0.3296399	0.391358	0.3963329	0.4	0.3513258	0.3273196	0.3088608	0.3393782	0.3273155	0.3054137	0.3182796	0.3072917	0.3460515	0.3696275	0.3234043	0.3351121	0.3241636	0.3175258	0.3165714	0.3493235	0.3310105	0.3464141	0.340249	0.2994536	0.2851406	
Purple Finch	0.0088328	0.012205	0.0072993	0.0080972	0.0114286	0.0066845	0.0123509	0.013245	0.0248175	0.0173375	0.0079208	0.0048267	0.008684	0.0247718	0.0513577	0.0390085	0.0387177	0.0133279	0.0045662	0.0010582	0.0	0.0022124	0.0	0.0	0.0	0.0	0.0	0.0	0.0012887	0.0	0.0	7.849E-4	0.0132789	0.0107527	0.025	0.0319432	0.0639924	0.106383	0.1558164	0.1449814	0.1020619	0.0811429	0.0713407	0.0487805	0.0270636	0.0165975	0.0142077	0.010327	
House/Purple Finch	0.0	0.0	9.124E-4	0.0	0.0	0.0040107	0.0051107	0.0015	0.0	0.0	6.601E-4	0.0	0.0	6.519E-4	0.0	0.0	4.163E-4	8.078E-4	0.0017123	5.291E-4	0.0	0.0011062	0.0	0.0	0.0	0.0028209	0.0	0.0	0.0	0.0012658	0.0012953	7.849E-4	0.0010215	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013831	0.0010929	0.0	
Redpoll	0.0012618	8.137E-4	9.124E-4	0.0015	0.0019048	6.684E-4	0.0017036	8.278E-4	0.0015	6.192E-4	6.601E-4	4.388E-4	6.68E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022305	0.0	0.0045714	0.00369	0.0087108	0.0	0.0041494	0.0	0.0022949	
Red Crossbill	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	4.163E-4	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004461	0.0092784	0.016	0.00369	8.711E-4	0.0	0.0027663	0.0010929	5.737E-4	
White-winged Crossbill	0.0	0.0015	0.0018248	6.748E-4	9.524E-4	0.0015	0.0015	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.291E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010309	0.0011429	0.0015	0.0026132	0.0	0.0	0.0015	0.0	
Pine Siskin	0.0037855	0.0040683	0.0072993	0.0013495	0.0047619	0.0093583	0.0055366	0.0049669	0.0021898	0.003096	0.0039604	0.0074594	0.00334	0.0045632	0.0047226	0.0069078	0.0045795	0.006462	0.0039954	0.0021164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0035492	0.0105062	0.062766	0.0651014	0.0669145	0.0628866	0.0422857	0.0270603	0.0121951	0.0067659	0.0138313	0.0076503	0.006311	
American Goldfinch	0.1652997	0.1627339	0.1523723	0.1383266	0.1304762	0.1858289	0.189523	0.1283113	0.129927	0.1486068	0.1478548	0.1803423	0.2104208	0.3233377	0.4391972	0.5176757	0.490841	0.4273021	0.3932648	0.3465608	0.389	0.3561947	0.3833168	0.4108957	0.5382716	0.5669958	0.5738462	0.5852273	0.5850515	0.6025316	0.5932642	0.6043956	0.5955056	0.4935484	0.50625	0.4010648	0.3677173	0.3074468	0.298826	0.3174721	0.314433	0.2994286	0.2902829	0.2787456	0.2232747	0.2213001	0.168306	0.188755	
finch sp.	6.309E-4	0.0016273	0.0	0.0	9.524E-4	0.0013369	0.0025554	8.278E-4	0.0	0.0	0.0	4.388E-4	0.0	0.0	5.903E-4	4.063E-4	0.001249	0.0	5.708E-4	0.0	0.0	0.0022124	0.0	0.0	0.0024691	0.0	0.0	9.47E-4	0.0	0.0012658	0.0012953	7.849E-4	0.0010215	0.0	0.0015	0.0026619	0.0019102	0.0042553	0.0032017	0.0052045	0.0061856	0.0022857	0.00369	0.0017422	0.0	0.0013831	0.0015	0.0011474	
Lapland Longspur	0.0037855	0.0032547	0.0100365	0.0155196	0.0161905	0.0086898	0.0051107	0.0024834	7.299E-4	0.0012384	0.0066007	8.776E-4	0.0	0.0	0.0	4.063E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.435E-4	0.0	0.0	0.00123	0.0017422	0.0	0.0041494	0.0142077	0.0040161	
Snow Bunting	0.0082019	0.0105777	0.0145985	0.0222672	0.0257143	0.0140374	0.008092	0.0041391	0.0021898	0.0018576	0.0052805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.551E-4	0.0	0.0	0.002974	0.0061856	0.0068571	0.0086101	0.0060976	0.0013532	0.0055325	0.0240437	0.010327	
Grasshopper Sparrow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.127E-4	0.0049958	0.0125202	0.0085616	0.0137566	0.02	0.0132743	0.0228401	0.0092336	0.017284	0.0253879	0.0107692	0.0255682	0.0115979	0.0037975	0.0090674	0.0031397	0.0	0.0010753	0.0	0.0	9.551E-4	0.0010638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Chipping Sparrow	0.0138801	0.0162734	0.0127737	0.0188934	0.0209524	0.0173797	0.0097956	0.0173841	0.0160584	0.0148607	0.0211221	0.0482668	0.1269205	0.2894394	0.3972845	0.4209671	0.3967527	0.3441034	0.2813927	0.3084656	0.288	0.3196903	0.3525323	0.3065559	0.3283951	0.2933709	0.2615385	0.2613636	0.1958763	0.1468354	0.1632124	0.1405024	0.1317671	0.1075269	0.121875	0.1259982	0.1843362	0.1776596	0.203842	0.1680297	0.0814433	0.0411429	0.0332103	0.0278746	0.014885	0.0096819	0.0163934	0.0149168	
Clay-colored Sparrow	0.0015	0.0015	0.0018248	0.0026991	0.007619	0.0093583	0.0055366	0.0	0.0014599	6.192E-4	6.601E-4	8.776E-4	0.001336	0.0013038	0.0	4.063E-4	0.0	4.039E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	9.551E-4	0.0042553	0.0010672	0.0015	0.0	0.0	0.0015	0.0	0.0	0.0	0.0015	5.737E-4	
Chipping x Clay-colored Sparrow (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.737E-4	
Field Sparrow	0.022082	0.0301058	0.0273723	0.0161943	0.0304762	0.0180481	0.0140545	0.0157285	0.020438	0.0458204	0.069967	0.0846863	0.1242485	0.1720991	0.1859504	0.1824462	0.1873439	0.1894184	0.1940639	0.173545	0.17	0.1869469	0.1906653	0.1819021	0.1728395	0.1974612	0.18	0.1439394	0.1469072	0.0708861	0.0945596	0.0643642	0.0592441	0.0591398	0.0458333	0.065661	0.0764088	0.1042553	0.1291355	0.1092937	0.0474227	0.056	0.0418204	0.0452962	0.0351827	0.0373444	0.0284153	0.0338497	
Spizella sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Lark Sparrow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
